Tail Number	Serial Number	Manufacturer name	Model	Type Aircraft	Pending Number Change	Date Change Authorized	MFR Year	Type Registration	Certificate Issue Date	Expiration Date	Type Engine	Dealer	Mode S Code (base 8)	Fractional Owner	Engine Manufacturer	Engine Model	A/W Date	Airworthiness Classification	Airworthiness Category	Exception Code
N12569	145630	EMBRAER	EMB-145LR	Fixed Wing Multi-Engine	None	None	2002	Corporation	03/28/2018	03/31/2021	Turbo-fan	No	50064621	NO	ROLLS-ROYC	DART RDA-10	08/24/2002	Standard	Transport	Yes
N125DL	24075	BOEING	767-332	Fixed Wing Multi-Engine	None	None	1988	Corporation	03/26/2014	03/31/2020	Turbo-fan	No	50063233	NO	GE	CF6-80 SERIES	12/31/1988	Standard	Transport	No
N125SY	17000440	EMBRAER S A	ERJ 170-200 LR	Fixed Wing Multi-Engine	None	None	2014	Corporation	11/26/2014	11/30/2020	Turbo-fan	No	50063754	NO	GE	CF34-8E5	11/27/2014	Standard	Transport	Yes
N125UW	4086	AIRBUS	A320-214	Fixed Wing Multi-Engine	None	None	2009	Corporation	12/30/2015	12/31/2021	Turbo-fan	No	50064034	NO	CFM INTL	CFM56-5B4	11/10/2009	Standard	Transport	No
N126UW	4149	AIRBUS	A320-214	Fixed Wing Multi-Engine	None	None	2009	Corporation	12/30/2015	12/31/2021	Turbo-fan	No	50065723	NO	CFM INTL	CFM56-5B4	12/23/2009	Standard	Transport	No
N12754	30464	BOEING	737-700	Fixed Wing Multi-Engine	None	None	None	Corporation	07/01/2015	07/31/2021	Turbo-fan	No	50070327	NO	Unknown	Unknown	None	Unknown	None	No
N127SY	17000441	EMBRAER S A	ERJ 170-200 LR	Fixed Wing Multi-Engine	None	None	2014	Corporation	12/04/2014	12/31/2020	Turbo-fan	No	50067532	NO	GE	CF34-8E5	12/05/2014	Standard	Transport	No
N127UA	28813	BOEING	747-422	Fixed Wing Multi-Engine	None	None	1999	Corporation	04/01/2013	04/30/2019	Turbo-fan	No	50067566	NO	P&W	PW4000 SER	07/30/1999	Standard	Transport	Yes
N127UW	4202	AIRBUS	A320-214	Fixed Wing Multi-Engine	None	None	2010	Corporation	12/30/2015	12/31/2021	Turbo-fan	No	50067612	NO	CFM INTL	CFM56-5B4	02/25/2010	Standard	Transport	No
N128SY	17000445	EMBRAER S A	ERJ 170-200 LR	Fixed Wing Multi-Engine	None	None	2014	Corporation	12/11/2014	12/31/2020	Turbo-fan	No	50071421	NO	GE	CF34-8E5	12/12/2014	Standard	Transport	Yes
N128UW	4242	AIRBUS	A320-214	Fixed Wing Multi-Engine	None	None	2010	Corporation	12/30/2015	12/31/2021	Turbo-fan	No	50071501	NO	CFM INTL	CFM56-5B4	06/26/2010	Standard	Transport	No
N12900	145511	EMBRAER	EMB-145LR	Fixed Wing Multi-Engine	None	None	2001	Corporation	07/01/2002	10/31/2020	Turbo-fan	No	50073622	NO	ROLLS-ROYC	AE 3007A1P	10/06/2001	Standard	Transport	No
N12922	145338	EMBRAER	EMB-145LR	Fixed Wing Multi-Engine	None	None	2000	Corporation	05/23/2017	05/31/2020	Turbo-fan	No	50073732	NO	ALLISON	AE 3007A	11/10/2000	Standard	Transport	Yes
N12996	145296	EMBRAER	EMB-145LR	Fixed Wing Multi-Engine	None	None	2000	Corporation	05/21/2018	05/31/2021	Turbo-fan	No	50074323	NO	ALLISON	AE 3007A	08/13/2000	Standard	Transport	Yes
N130SY	17000449	EMBRAER S A	ERJ 170-200 LR	Fixed Wing Multi-Engine	None	None	2015	Corporation	01/26/2015	01/31/2021	Turbo-fan	No	50076330	NO	GE	CF34-8E5	01/29/2015	Standard	Transport	Yes
N13110	27300	BOEING	757-224	Fixed Wing Multi-Engine	None	None	1994	Corporation	10/16/2014	10/31/2020	Turbo-fan	No	50100574	NO	ROLLS-ROYC	RB.211 SERIES	12/06/1994	Standard	Transport	Yes
N13113	27555	BOEING	757-224	Fixed Wing Multi-Engine	None	None	1995	Corporation	04/15/2015	04/30/2021	Turbo-fan	No	50100577	NO	ROLLS-ROYC	RB.211 SERIES	04/07/1995	Standard	Transport	Yes
N13118	145675	EMBRAER	EMB-145XR	Fixed Wing Multi-Engine	None	None	2002	Corporation	02/23/2018	02/28/2021	Turbo-fan	No	50100604	NO	ROLLS-ROYC	AE3007 SER	02/25/2005	Standard	Transport	Yes
N13124	145689	EMBRAER	EMB-145XR	Fixed Wing Multi-Engine	None	None	2003	Corporation	02/05/2003	12/31/2019	Turbo-fan	No	50100643	NO	ROLLS-ROYC	AE3007 SER	02/25/2005	Standard	Transport	Yes
N13132	145708	EMBRAER	EMB-145XR	Fixed Wing Multi-Engine	None	None	2003	Corporation	04/09/2003	01/31/2020	Turbo-fan	No	50100704	NO	ROLLS-ROYC	AE3007 SER	02/25/2005	Standard	Transport	Yes
N13133	145712	EMBRAER	EMB-145XR	Fixed Wing Multi-Engine	None	None	2003	Corporation	04/16/2003	01/31/2020	Turbo-fan	No	50100705	NO	ROLLS-ROYC	AE3007 SER	02/25/2005	Standard	Transport	Yes
N13138	30351	BOEING	757-224	Fixed Wing Multi-Engine	None	None	1999	Corporation	06/02/2000	07/31/2020	Turbo-fan	No	50100712	NO	ROLLS-ROYC	RB.211 SERIES	12/07/1999	Standard	Transport	Yes
N13161	14500805	EMBRAER	EMB-145XR	Fixed Wing Multi-Engine	None	None	2004	Corporation	04/29/2004	01/31/2020	Turbo-fan	No	50101054	NO	ROLLS-ROYC	AE3007 SER	05/01/2004	Standard	Transport	Yes
N131EV	15217	BOMBARDIER INC	CL-600-2D24	Fixed Wing Multi-Engine	None	None	2009	Corporation	01/30/2009	06/30/2019	Turbo-fan	No	50077540	NO	GE	CF34-8C5	01/30/2009	Standard	Transport	Yes
N131SY	17000450	EMBRAER S A	ERJ 170-200 LR	Fixed Wing Multi-Engine	None	None	2015	Corporation	02/12/2015	02/28/2021	Turbo-fan	No	50100217	NO	GE	CF34-8E5	02/13/2015	Standard	Transport	Yes
N13202	14500962	EMBRAER	EMB-145XR	Fixed Wing Multi-Engine	None	None	2006	Corporation	04/26/2006	01/31/2020	Turbo-fan	No	50102422	NO	ROLLS-ROYC	AE 3007A1E	04/27/2006	Standard	Transport	Yes
N13227	28788	BOEING	737-824	Fixed Wing Multi-Engine	None	None	1999	Corporation	05/05/1999	04/30/2020	Turbo-fan	No	50102535	NO	CFM INTL.	CFM56 SERIES	04/29/1999	Standard	Transport	Yes
N13248	28808	BOEING	737-824	Fixed Wing Multi-Engine	None	None	1999	Corporation	12/07/1999	01/31/2022	Turbo-fan	No	50102644	NO	CFM INTL.	CFM56 SERIES	12/03/1999	Standard	Transport	Yes
N132EV	15219	BOMBARDIER INC	CL-600-2D24	Fixed Wing Multi-Engine	None	None	2009	Corporation	02/23/2009	09/30/2019	Turbo-fan	No	50101427	NO	GE	CF34-8C5	02/23/2009	Standard	Transport	No
N132SY	17000451	EMBRAER S A	ERJ 170-200 LR	Fixed Wing Multi-Engine	None	None	2015	Corporation	02/12/2015	02/28/2021	Turbo-fan	No	50102106	NO	GE	CF34-8E5	02/13/2015	Standard	Transport	Yes
N133EV	15222	BOMBARDIER INC	CL-600-2D24	Fixed Wing Multi-Engine	None	None	2009	Corporation	03/31/2009	12/31/2019	Turbo-fan	No	50103316	NO	GE	CF34-8C5	03/31/2009	Standard	Transport	No
N133SY	17000452	EMBRAER S A	ERJ 170-200 LR	Fixed Wing Multi-Engine	None	None	2015	Corporation	02/25/2015	02/28/2021	Turbo-fan	No	50103775	NO	GE	CF34-8E5	02/26/2015	Standard	Transport	Yes
N134EV	15223	BOMBARDIER INC	CL-600-2D24	Fixed Wing Multi-Engine	None	None	2009	Corporation	03/27/2009	12/31/2019	Turbo-fan	No	50105205	NO	GE	CF34-8C5	03/27/2009	Standard	Transport	Yes
N134SY	17000458	EMBRAER S A	ERJ 170-200 LR	Fixed Wing Multi-Engine	None	None	2015	Corporation	02/25/2015	02/28/2021	Turbo-fan	No	50105664	NO	GE	CF34-8E5	02/26/2015	Standard	Transport	Yes
N13538	145527	EMBRAER	EMB-145LR	Fixed Wing Multi-Engine	None	None	2001	Corporation	10/13/2017	10/31/2020	Turbo-fan	No	50110246	NO	ROLLS-ROYC	AE 3007A1P	11/10/2001	Standard	Transport	Yes
N13550	145575	EMBRAER	EMB-145LR	Fixed Wing Multi-Engine	None	None	2002	Corporation	05/30/2002	04/30/2020	Turbo-fan	No	50110344	NO	ROLLS-ROYC	AE 3007A1P	03/23/2002	Standard	Transport	Yes
N13553	145585	EMBRAER	EMB-145LR	Fixed Wing Multi-Engine	None	None	2002	Corporation	06/15/2018	06/30/2021	Turbo-fan	No	50110347	NO	ROLLS-ROYC	AE 3007A1P	04/19/2002	Standard	Transport	Yes
N13566	145622	EMBRAER	EMB-145LR	Fixed Wing Multi-Engine	None	None	2002	Corporation	08/23/2002	01/31/2021	Turbo-fan	No	50110415	NO	ROLLS-ROYC	AE 3007A1P	08/03/2002	Standard	Transport	Yes
N135EV	15225	BOMBARDIER INC	CL-600-2D24	Fixed Wing Multi-Engine	None	None	2009	Corporation	04/30/2009	03/31/2020	Turbo-fan	No	50107074	NO	GE	CF34-8C5	04/30/2009	Standard	Transport	Yes
N135SY	17000460	EMBRAER S A	ERJ 170-200 LR	Fixed Wing Multi-Engine	None	None	2015	Corporation	03/12/2015	03/31/2021	Turbo-fan	No	50107553	NO	GE	CF34-8E5	03/13/2015	Standard	Transport	Yes
N136EV	15226	BOMBARDIER INC	CL-600-2D24	Fixed Wing Multi-Engine	None	None	2009	Corporation	03/26/2009	12/31/2019	Turbo-fan	No	50110763	NO	GE	CF34-8C5	03/26/2009	Standard	Transport	Yes
N136SY	17000462	EMBRAER S A	ERJ 170-200 LR	Fixed Wing Multi-Engine	None	None	2015	Corporation	03/13/2015	03/31/2021	Turbo-fan	No	50111442	NO	GE	CF34-8E5	03/16/2015	Standard	Transport	Yes
N13716	28787	BOEING	737-724	Fixed Wing Multi-Engine	None	None	1998	Corporation	03/23/2017	03/31/2020	Turbo-fan	No	50113714	NO	CFM INTL.	CFM56 SERIES	12/03/1998	Standard	Transport	Yes
N13718	28937	BOEING	737-724	Fixed Wing Multi-Engine	None	None	1999	Corporation	01/26/1999	05/31/2019	Turbo-fan	No	50113716	NO	CFM INTL.	CFM56 SERIES	01/22/1999	Standard	Transport	Yes
N13720	28939	BOEING	737-724	Fixed Wing Multi-Engine	None	None	1999	Corporation	03/01/1999	10/31/2019	Turbo-fan	No	50113751	NO	CFM INTL.	CFM56 SERIES	02/25/1999	Standard	Transport	Yes
N13750	28941	BOEING	737-724	Fixed Wing Multi-Engine	None	None	1999	Corporation	06/07/1999	07/31/2020	Turbo-fan	No	50114122	NO	CFM INTL.	CFM56 SERIES	06/02/1999	Standard	Transport	Yes
N137EV	15227	BOMBARDIER INC	CL-600-2D24	Fixed Wing Multi-Engine	None	None	2009	Corporation	03/30/2009	12/31/2019	Turbo-fan	No	50112652	NO	GE	CF34-8C5	03/30/2009	Standard	Transport	Yes
N138DL	25409	BOEING	767-332	Fixed Wing Multi-Engine	None	None	1991	Corporation	01/21/1992	06/30/2019	Turbo-fan	No	50114477	NO	GE	CF6-80 SERIES	01/10/1992	Standard	Transport	No
N138EV	15235	BOMBARDIER INC	CL-600-2D24	Fixed Wing Multi-Engine	None	None	2009	Corporation	05/21/2009	06/30/2020	Turbo-fan	No	50114541	NO	GE	CF34-8C5	05/21/2009	Standard	Transport	Yes
N138SY	17000466	EMBRAER S A	ERJ 170-200 LR	Fixed Wing Multi-Engine	None	None	2015	Corporation	03/25/2015	03/31/2021	Turbo-fan	No	50115220	NO	GE	CF34-8E5	03/26/2015	Standard	Transport	Yes
N13903	145479	EMBRAER	EMB-145LR	Fixed Wing Multi-Engine	None	None	2001	Corporation	07/02/2002	11/30/2020	Turbo-fan	No	50117424	NO	ROLLS-ROYC	AE 3007A1P	09/02/2001	Standard	Transport	No
N13908	145465	EMBRAER	EMB-145LR	Fixed Wing Multi-Engine	None	None	2001	Corporation	06/13/2018	06/30/2021	Turbo-fan	No	50117431	NO	ROLLS-ROYC	AE 3007A1P	07/14/2001	Standard	Transport	Yes
N13913	145438	EMBRAER	EMB-145LR	Fixed Wing Multi-Engine	None	None	2001	Corporation	12/20/2017	12/31/2020	Turbo-fan	No	50117467	NO	ROLLS-ROYC	AE 3007A1P	05/26/2001	Standard	Transport	Yes
N13954	36405	BOEING	787-9	Fixed Wing Multi-Engine	None	None	2015	Corporation	03/30/2015	03/31/2021	Turbo-fan	No	50117704	NO	GE	GENX-1B74/75/	03/25/2015	Standard	Transport	Yes
N13975	145163	EMBRAER	EMB-145LR	Fixed Wing Multi-Engine	None	None	1999	Corporation	10/20/2000	07/31/2021	Turbo-fan	No	50120013	NO	ALLISON	AE3007C SER	09/25/1999	Standard	Transport	Yes
N13978	145180	EMBRAER	EMB-145LR	Fixed Wing Multi-Engine	None	None	1999	Corporation	10/20/2000	07/31/2021	Turbo-fan	No	50120016	NO	ALLISON	AE3007C SER	11/06/1999	Standard	Transport	Yes
N13979	145181	EMBRAER	EMB-145LR	Fixed Wing Multi-Engine	None	None	1999	Corporation	10/20/2000	07/31/2021	Turbo-fan	No	50120017	NO	ALLISON	AE 3007A	11/21/1999	Standard	Transport	Yes
N13988	145265	EMBRAER	EMB-145LR	Fixed Wing Multi-Engine	None	None	2000	Corporation	10/20/2000	07/31/2021	Turbo-fan	No	50120061	NO	ALLISON	AE3007C SER	05/27/2000	Standard	Transport	Yes
N13989	145271	EMBRAER	EMB-145LR	Fixed Wing Multi-Engine	None	None	2000	Corporation	10/20/2000	07/31/2021	Turbo-fan	No	50120062	NO	ALLISON	AE3007C SER	06/29/2000	Standard	Transport	Yes
N13992	145284	EMBRAER	EMB-145LR	Fixed Wing Multi-Engine	None	None	2000	Corporation	10/20/2000	07/31/2021	Turbo-fan	No	50120116	NO	ALLISON	AE 3007A	07/08/2000	Standard	Transport	Yes
N13994	145291	EMBRAER	EMB-145LR	Fixed Wing Multi-Engine	None	None	2000	Corporation	06/06/2017	06/30/2020	Turbo-fan	No	50120120	NO	ALLISON	AE 3007A	07/21/2000	Standard	Transport	Yes
N13995	145295	EMBRAER	EMB-145LR	Fixed Wing Multi-Engine	None	None	2000	Corporation	12/20/2017	12/31/2020	Turbo-fan	No	50120121	NO	ALLISON	AE 3007A	08/13/2000	Standard	Transport	Yes
N13997	145298	EMBRAER	EMB-145LR	Fixed Wing Multi-Engine	None	None	2000	Corporation	05/21/2018	05/31/2021	Turbo-fan	No	50120123	NO	ALLISON	AE 3007A	08/18/2000	Standard	Transport	Yes
N139SY	17000468	EMBRAER S A	ERJ 170-200 LR	Fixed Wing Multi-Engine	None	None	2015	Corporation	03/25/2015	03/31/2021	Turbo-fan	No	50117107	NO	GE	CF34-8E5	03/26/2015	Standard	Transport	Yes
N1402A	25989	BOEING	767-332	Fixed Wing Multi-Engine	None	None	1993	Corporation	07/06/2011	07/31/2020	Turbo-fan	No	50122517	NO	P&W	PW4000 SER	07/19/1993	Standard	Transport	Yes
N140LL	25988	BOEING	767-332	Fixed Wing Multi-Engine	None	None	1993	Corporation	05/11/2011	05/31/2020	Turbo-fan	No	50121665	NO	P&W	PW4000 SER	06/17/1993	Standard	Transport	Yes
N140SY	17000470	EMBRAER S A	ERJ 170-200 LR	Fixed Wing Multi-Engine	None	None	2015	Corporation	04/16/2015	04/30/2021	Turbo-fan	No	50122127	NO	GE	CF34-8E5	04/17/2015	Standard	Transport	Yes
N14102	27292	BOEING	757-224	Fixed Wing Multi-Engine	None	None	1994	Corporation	05/23/2017	05/31/2020	Turbo-fan	No	50124332	NO	ROLLS-ROYC	RB.211 SERIES	06/13/1997	Experimental	To show compliance with FAR	Yes
N14105	145649	EMBRAER	EMB-145XR	Fixed Wing Multi-Engine	None	None	2002	Corporation	06/24/2003	07/31/2020	Turbo-fan	No	50124335	NO	ROLLS-ROYC	AE3007 SER	02/25/2005	Standard	Transport	Yes
N14106	27296	BOEING	757-224	Fixed Wing Multi-Engine	None	None	1994	Corporation	06/29/2016	06/30/2019	Turbo-fan	No	50124336	NO	ROLLS-ROYC	RB.211 SERIES	09/22/1994	Standard	Transport	Yes
N14107	27297	BOEING	757-224	Fixed Wing Multi-Engine	None	None	1994	Corporation	06/29/2016	06/30/2019	Turbo-fan	No	50124337	NO	ROLLS-ROYC	TAY MK 610-8	10/14/1994	Standard	Transport	Yes
N14115	27557	BOEING	757-224	Fixed Wing Multi-Engine	None	None	1995	Corporation	08/15/1995	01/31/2021	Turbo-fan	No	50124400	NO	ROLLS-ROYC	RB.211 SERIES	08/14/1995	Standard	Transport	Yes
N14118	27560	BOEING	757-224	Fixed Wing Multi-Engine	None	None	1997	Corporation	07/20/2012	07/31/2021	Turbo-fan	No	50124403	NO	ROLLS-ROYC	RB.211 SERIES	03/21/1997	Standard	Transport	No
N14120	27562	BOEING	757-224	Fixed Wing Multi-Engine	None	None	1997	Corporation	07/20/2012	07/31/2021	Turbo-fan	No	50124436	NO	ROLLS-ROYC	RB.211 SERIES	07/30/1996	Standard	Transport	No
N14121	27563	BOEING	757-224	Fixed Wing Multi-Engine	None	None	1997	Corporation	07/20/2012	07/31/2021	Turbo-fan	No	50124437	NO	ROLLS-ROYC	RB.211 SERIES	07/29/1997	Standard	Transport	No
N14143	145739	EMBRAER	EMB-145XR	Fixed Wing Multi-Engine	None	None	2003	Corporation	07/17/2003	11/30/2020	Turbo-fan	No	50124547	NO	ROLLS-ROYC	AE3007 SER	02/25/2005	Standard	Transport	Yes
N14148	145751	EMBRAER	EMB-145XR	Fixed Wing Multi-Engine	None	None	2003	Corporation	09/18/2003	05/31/2021	Turbo-fan	No	50124554	NO	ROLLS-ROYC	AE3007 SER	09/20/2003	Standard	Transport	Yes
N14158	145791	EMBRAER	EMB-145XR	Fixed Wing Multi-Engine	None	None	2004	Corporation	03/11/2004	10/31/2019	Turbo-fan	No	50124617	NO	ROLLS-ROYC	AE3007 SER	03/13/2004	Standard	Transport	Yes
N14162	14500808	EMBRAER	EMB-145XR	Fixed Wing Multi-Engine	None	None	2004	Corporation	05/10/2004	04/30/2020	Turbo-fan	No	50124654	NO	ROLLS-ROYC	AE3007 SER	05/12/2004	Standard	Transport	Yes
N14168	14500840	EMBRAER	EMB-145XR	Fixed Wing Multi-Engine	None	None	2004	Corporation	08/25/2004	01/31/2021	Turbo-fan	No	50124662	NO	ROLLS-ROYC	AE3007 SER	08/27/2004	Standard	Transport	Yes
N14171	14500859	EMBRAER	EMB-145XR	Fixed Wing Multi-Engine	None	None	2004	Corporation	10/20/2004	07/31/2021	Turbo-fan	No	50124716	NO	ROLLS-ROYC	AE3007 SER	10/22/2004	Standard	Transport	No
N14173	14500872	EMBRAER	EMB-145XR	Fixed Wing Multi-Engine	None	None	2004	Corporation	11/24/2004	10/31/2021	Turbo-fan	No	50124720	NO	ROLLS-ROYC	AE3007 SER	11/26/2004	Standard	Transport	Yes
N14174	14500876	EMBRAER	EMB-145XR	Fixed Wing Multi-Engine	None	None	2004	Corporation	12/08/2004	01/31/2019	Turbo-fan	No	50124721	NO	ROLLS-ROYC	AE3007 SER	12/10/2004	Standard	Transport	No
N14177	14500888	EMBRAER	EMB-145XR	Fixed Wing Multi-Engine	None	None	2005	Corporation	02/16/2005	12/31/2019	Turbo-fan	No	50124724	NO	ROLLS-ROYC	AE3007 SER	02/18/2005	Standard	Transport	Yes
N14179	14500896	EMBRAER	EMB-145XR	Fixed Wing Multi-Engine	None	None	2005	Corporation	03/09/2005	10/31/2019	Turbo-fan	No	50124726	NO	ROLLS-ROYC	AE3007 SER	03/11/2005	Standard	Transport	Yes
N14180	14500900	EMBRAER	EMB-145XR	Fixed Wing Multi-Engine	None	None	2005	Corporation	03/23/2005	10/31/2019	Turbo-fan	No	50124760	NO	ROLLS-ROYC	AE3007 SER	03/25/2005	Standard	Transport	Yes
N14186	14500924	EMBRAER	EMB-145XR	Fixed Wing Multi-Engine	None	None	2005	Corporation	06/29/2005	08/31/2020	Turbo-fan	No	50124766	NO	ROLLS-ROYC	AE3007 SER	06/30/2005	Standard	Transport	Yes
N14188	14500929	EMBRAER	EMB-145XR	Fixed Wing Multi-Engine	None	None	2005	Corporation	07/20/2005	11/30/2020	Turbo-fan	No	50124770	NO	ROLLS-ROYC	AE3007 SER	07/21/2005	Standard	Transport	No
N14198	14500951	EMBRAER	EMB-145XR	Fixed Wing Multi-Engine	None	None	2006	Corporation	02/08/2006	12/31/2019	Turbo-fan	No	50125033	NO	ROLLS-ROYC	AE3007 SER	02/09/2006	Standard	Transport	Yes
N141SY	17000472	EMBRAER S A	ERJ 170-200 LR	Fixed Wing Multi-Engine	None	None	2015	Corporation	04/27/2015	04/30/2021	Turbo-fan	No	50124016	NO	GE	CF34-8E5	04/28/2015	Standard	Transport	Yes
N14203	14500964	EMBRAER	EMB-145XR	Fixed Wing Multi-Engine	None	None	2006	Corporation	05/22/2006	04/30/2020	Turbo-fan	No	50126222	NO	ROLLS-ROYC	AE 3007A1E	05/23/2006	Standard	Transport	Yes
N14204	14500968	EMBRAER	EMB-145XR	Fixed Wing Multi-Engine	None	None	2006	Corporation	06/21/2006	08/31/2020	Turbo-fan	No	50126223	NO	ROLLS-ROYC	AE 3007A1E	06/22/2006	Standard	Transport	Yes
N14214	28774	BOEING	737-824	Fixed Wing Multi-Engine	None	None	1998	Corporation	06/27/2018	06/30/2021	Turbo-fan	No	50126266	NO	CFM INTL.	CFM56 SERIES	07/23/1998	Standard	Transport	Yes
N14219	28781	BOEING	737-824	Fixed Wing Multi-Engine	None	None	1998	Corporation	06/27/2018	06/30/2021	Turbo-fan	No	50126273	NO	CFM INTL.	CFM56 SERIES	08/26/1998	Standard	Transport	Yes
N14228	28792	BOEING	737-824	Fixed Wing Multi-Engine	None	None	1999	Corporation	05/28/1999	04/30/2020	Turbo-fan	No	50126335	NO	CFM INTL.	CFM56 SERIES	05/25/1999	Standard	Transport	Yes
N14230	28794	BOEING	737-824	Fixed Wing Multi-Engine	None	None	1999	Corporation	06/17/1999	07/31/2020	Turbo-fan	No	50126370	NO	CFM INTL.	CFM56 SERIES	06/15/1999	Standard	Transport	Yes
N14231	28795	BOEING	737-824	Fixed Wing Multi-Engine	None	None	1999	Corporation	06/22/1999	07/31/2020	Turbo-fan	No	50126371	NO	CFM INTL.	CFM56 SERIES	06/18/1999	Standard	Transport	Yes
N14235	28947	BOEING	737-824	Fixed Wing Multi-Engine	None	None	1999	Corporation	08/11/1999	01/31/2021	Turbo-fan	No	50126375	NO	CFM INTL.	CFM56 SERIES	08/09/1999	Standard	Transport	Yes
N14237	28802	BOEING	737-824	Fixed Wing Multi-Engine	None	None	1999	Corporation	09/22/1999	05/31/2021	Turbo-fan	No	50126377	NO	CFM INTL.	CFM56 SERIES	09/18/1999	Standard	Transport	Yes
N14242	28805	BOEING	737-824	Fixed Wing Multi-Engine	None	None	1999	Corporation	10/26/1999	07/31/2021	Turbo-fan	No	50126435	NO	GE	CFM56 SERIES	10/22/1999	Standard	Transport	Yes
N14250	28957	BOEING	737-824	Fixed Wing Multi-Engine	None	None	1999	Corporation	06/02/2000	07/31/2020	Turbo-fan	No	50126476	NO	CFM INTL.	CFM56 SERIES	12/12/1999	Standard	Transport	Yes
N142SY	17000475	EMBRAER S A	ERJ 170-200 LR	Fixed Wing Multi-Engine	None	None	2015	Corporation	05/07/2015	05/31/2021	Turbo-fan	No	50125705	NO	GE	CF34-8E5	05/08/2015	Standard	Transport	Yes
N14307	1	MOSS JIM	JIM MOSS QED	Fixed Wing Single-Engine	None	None	2013	Corporation	05/06/2014	05/31/2020	Reciprocating	No	50130115	NO	WRIGHT	R-1820-86	06/18/2013	Experimental	Amateur Built	No
N143DA	25991	BOEING	767-332	Fixed Wing Multi-Engine	None	None	1998	Corporation	10/16/1998	10/31/2021	Turbo-fan	No	50127041	NO	P&W	PW4000 SER	10/15/1998	Standard	Transport	Yes
N143SY	17000476	EMBRAER S A	ERJ 170-200 LR	Fixed Wing Multi-Engine	None	None	2015	Corporation	05/18/2015	05/31/2021	Turbo-fan	No	50127574	NO	GE	CF34-8E5	05/19/2015	Standard	Transport	Yes
N144DA	27584	BOEING	767-332	Fixed Wing Multi-Engine	None	None	1999	Corporation	05/14/1999	06/30/2020	Turbo-fan	No	50130730	NO	P&W	PW4000 SER	05/13/1999	Standard	Transport	Yes
N144SY	17000482	EMBRAER S A	ERJ 170-200 LR	Fixed Wing Multi-Engine	None	None	2015	Corporation	06/11/2015	06/30/2021	Turbo-fan	No	50131463	NO	GE	CF34-8E5	06/12/2015	Standard	Transport	Yes
N14542	145547	EMBRAER	EMB-145LR	Fixed Wing Multi-Engine	None	None	2001	Corporation	10/13/2017	10/31/2020	Turbo-fan	No	50134102	NO	ROLLS-ROYC	AE 3007A1P	12/22/2001	Standard	Transport	Yes
N14543	145553	EMBRAER	EMB-145LR	Fixed Wing Multi-Engine	None	None	2002	Corporation	05/30/2002	04/30/2020	Turbo-fan	No	50134103	NO	ROLLS-ROYC	AE 3007A1P	01/19/2002	Standard	Transport	Yes
N14558	145598	EMBRAER	EMB-145LR	Fixed Wing Multi-Engine	None	None	None	Corporation	05/29/2002	04/30/2020	Turbo-fan	No	50134153	NO	Unknown	Unknown	None	Unknown	None	No
N14562	145611	EMBRAER	EMB-145LR	Fixed Wing Multi-Engine	None	None	2002	Corporation	06/27/2002	08/31/2020	Turbo-fan	No	50134210	NO	ROLLS-ROYC	AE 3007A1P	06/29/2002	Standard	Transport	Yes
N14568	145628	EMBRAER	EMB-145LR	Fixed Wing Multi-Engine	None	None	2002	Corporation	06/24/2003	07/31/2020	Turbo-fan	No	50134216	NO	ROLLS-ROYC	AE 3007A1P	08/17/2002	Standard	Transport	Yes
N14570	145632	EMBRAER	EMB-145LR	Fixed Wing Multi-Engine	None	None	2002	Corporation	03/27/2018	03/31/2021	Turbo-fan	No	50134251	NO	ROLLS-ROYC	DART RDA-10	08/31/2002	Standard	Transport	Yes
N14573	145638	EMBRAER	EMB-145LR	Fixed Wing Multi-Engine	None	None	2002	Corporation	04/04/2018	04/30/2021	Turbo-fan	No	50134254	NO	ROLLS-ROYC	AE 3007A1P	09/21/2002	Standard	Transport	Yes
N145SY	17000484	EMBRAER S A	ERJ 170-200 LR	Fixed Wing Multi-Engine	None	None	2015	Corporation	06/19/2015	06/30/2021	Turbo-fan	No	50133352	NO	GE	CF34-8E5	06/22/2015	Standard	Transport	Yes
N146PQ	15146	BOMBARDIER INC	CL-600-2D24	Fixed Wing Multi-Engine	None	None	2007	Corporation	01/08/2014	01/31/2020	Turbo-fan	No	50135116	NO	GE	CF34-8C5	10/29/2007	Standard	Transport	Yes
N146SY	17000491	EMBRAER S A	ERJ 170-200 LR	Fixed Wing Multi-Engine	None	None	2015	Corporation	07/16/2015	07/31/2021	Turbo-fan	No	50135241	NO	GE	CF34-8E5	07/17/2015	Standard	Transport	Yes
N14704	28765	BOEING	737-724	Fixed Wing Multi-Engine	None	None	1998	Corporation	04/27/1998	01/31/2020	Turbo-fan	No	50137446	NO	CFM INTL.	CFM56 SERIES	04/24/1998	Standard	Transport	Yes
N14731	28799	BOEING	737-724	Fixed Wing Multi-Engine	None	None	1999	Corporation	09/30/1999	05/31/2021	Turbo-fan	No	50137614	NO	CFM INTL.	CFM56 SERIES	08/17/1999	Standard	Transport	Yes
N14735	28950	BOEING	737-724	Fixed Wing Multi-Engine	None	None	1999	Corporation	09/23/1999	04/30/2021	Turbo-fan	No	50137620	NO	CFM INTL.	CFM56 SERIES	09/21/1999	Standard	Transport	Yes
